dialogue_id,split,turn_id,role,text,act,issue,value
53,train,15,Candidate,"It's great that we agreed on 90,000 usd",Other,,
53,train,16,Candidate,I demand a company car,Offer,Leased Car,With leased car
53,train,17,Employer,We cannot give you a company car,Reject,Leased Car,With leased car
53,train,18,Candidate,I demand a company car,Offer,Leased Car,With leased car
53,train,19,Candidate,I am expecting a company car,Offer,Leased Car,With leased car
53,train,20,Candidate,I would like a company car,Offer,Leased Car,With leased car
53,train,21,Employer,We cannot offer you a company car,Reject,Leased Car,With leased car
53,train,22,Candidate,I would like a company car,Offer,Leased Car,With leased car
53,train,23,Employer,There is no company car available,Reject,Leased Car,With leased car
53,train,24,Candidate,I am willing to have no agreement on leased car,Offer,Leased Car,No agreement
53,train,25,Employer,I would like to agree to no company car,Offer,Leased Car,Without leased car
53,train,26,Candidate,I disagree about no company car. I am expecting a company car,Reject,Leased Car,Without leased car
53,train,26,Candidate,I disagree about no company car. I am expecting a company car,Offer,Leased Car,With leased car
53,train,27,Employer,You cannot have a company car,Reject,Leased Car,With leased car
53,train,28,Candidate,I want no agreement on leased car,Offer,Leased Car,No agreement
53,train,29,Employer,agreed,Accept,,True
53,train,30,Candidate,It's great that you agree,Other,,
53,train,31,Candidate,I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
53,train,32,Employer,I agree to fast track promotion track,Accept,Promotion Possibilities,Fast promotion track
53,train,33,Candidate,It's great that we agreed on fast promotion track,Other,,
53,train,34,Candidate,I am willing to have a workday of 8 hours,Offer,Working Hours,8 hours
53,train,35,Employer,We would prefer 10 hour work days,Offer,Working Hours,10 hours
53,train,36,Candidate,I disagree about a workday of 10 hours. I want a workday of 8 hours,Reject,Working Hours,10 hours
53,train,36,Candidate,I disagree about a workday of 10 hours. I want a workday of 8 hours,Offer,Working Hours,8 hours
53,train,37,Employer,We demand 10 hour work days,Offer,Working Hours,10 hours
53,train,38,Candidate,I reject a workday of 10 hours. I demand a workday of 8 hours,Reject,Working Hours,10 hours
53,train,38,Candidate,I reject a workday of 10 hours. I demand a workday of 8 hours,Offer,Working Hours,8 hours
53,train,39,Employer,We demand 10 hour work days,Offer,Working Hours,10 hours
53,train,40,Candidate,I disagree about a workday of 10 hours. I demand a workday of 8 hours,Reject,Working Hours,10 hours
53,train,40,Candidate,I disagree about a workday of 10 hours. I demand a workday of 8 hours,Offer,Working Hours,8 hours
53,train,41,Employer,"I disagree, I can offer 9 hour workdays",Reject,,True
53,train,41,Employer,"I disagree, I can offer 9 hour workdays",Offer,Working Hours,9 hours
53,train,42,Candidate,What are you willing to offer?,Query,,
53,train,43,Employer,I can offer 9 hour workdays,Offer,Working Hours,9 hours
53,train,44,Candidate,I reject 9 hours. I demand a workday of 8 hours,Reject,Working Hours,9 hours
53,train,44,Candidate,I reject 9 hours. I demand a workday of 8 hours,Offer,Working Hours,8 hours
53,train,45,Employer,I disagree. I offer 9 hour workdays,Reject,,True
53,train,45,Employer,I disagree. I offer 9 hour workdays,Offer,Working Hours,9 hours
53,train,46,Candidate,"Sorry, I changed my preferences",Other,,
53,train,47,Candidate,I want a workday of 8 hours,Offer,Working Hours,8 hours
53,train,48,Employer,I reject 8 hours. I want a workday of 9 hours,Reject,Working Hours,8 hours
53,train,48,Employer,I reject 8 hours. I want a workday of 9 hours,Offer,Working Hours,9 hours
53,train,49,Candidate,I accept 9 hours. Let's discuss another issue. I am expecting a pension of 20%,Accept,Working Hours,9 hours
53,train,49,Candidate,I accept 9 hours. Let's discuss another issue. I am expecting a pension of 20%,Offer,Pension Fund,20%
53,train,50,Employer,Best I can offer is 10%,Offer,Pension Fund,10%
53,train,51,Candidate,I disagree about a pension of 10%. I would like a pension of 20%,Reject,Pension Fund,10%
53,train,51,Candidate,I disagree about a pension of 10%. I would like a pension of 20%,Offer,Pension Fund,20%
53,train,52,Employer,I reject 20%. I offer 10%,Offer,Pension Fund,10%
53,train,52,Employer,I reject 20%. I offer 10%,Reject,Pension Fund,20%
53,train,53,Candidate,I reject 10%. I am willing to have a pension of 20%,Reject,Pension Fund,10%
53,train,53,Candidate,I reject 10%. I am willing to have a pension of 20%,Offer,Pension Fund,20%
53,train,54,Employer,I accept 20%,Accept,Pension Fund,20%
54,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
54,train,1,Candidate,I would like a position of project manager,Offer,Job Description,Project Manager
54,train,2,Employer,"Sure, what would yo like to discuss?",Query,,
54,train,3,Candidate,I want a position of project manager,Offer,Job Description,Project Manager
54,train,4,Employer,"Okay, we can do that. What Salary are you looking for? I'm thinking starting off at 60,000 would be good.",Accept,,True
54,train,4,Employer,"Okay, we can do that. What Salary are you looking for? I'm thinking starting off at 60,000 would be good.",Offer,Salary,"60,000 USD"
54,train,4,Employer,"Okay, we can do that. What Salary are you looking for? I'm thinking starting off at 60,000 would be good.",Query,Offer,Salary
54,train,5,Candidate,"I am willing to have a salary of 120,000",Offer,Salary,"120,000 USD"
54,train,6,Candidate,I agree. Now let's talk about how we can agree on other issues. I want a company car,Accept,,True
54,train,6,Candidate,I agree. Now let's talk about how we can agree on other issues. I want a company car,Offer,Leased Car,With leased car
54,train,7,Employer,"How about we meet in the middle, 90,000?",Offer,Salary,"90,000 USD"
54,train,8,Candidate,"I accept a salary of 90,000. Now let's talk about how we can agree on other issues. I want a company car",Accept,Salary,"90,000 USD"
54,train,8,Candidate,"I accept a salary of 90,000. Now let's talk about how we can agree on other issues. I want a company car",Offer,Leased Car,With leased car
54,train,9,Employer,"Maybe over time we can provide a car, at right now at the start I have to provide no leased car.",Reject,Leased Car,With leased car
54,train,10,Candidate,I am expecting a company car,Offer,Leased Car,With leased car
54,train,11,Employer,"Okay, I will go ahead and okay the leased car.",Accept,Leased Car,With leased car
54,train,12,Candidate,I'm happy that you accept the leased car,Other,,
54,train,13,Candidate,I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
54,train,14,Employer,Is 0% pension fund okay?,Offer,Pension Fund,0%
54,train,15,Candidate,I reject 0%. I would like a pension of 20%,Reject,Pension Fund,0%
54,train,15,Candidate,I reject 0%. I would like a pension of 20%,Offer,Pension Fund,20%
54,train,16,Employer,"How about we meet in the middle, 10%?",Offer,Pension Fund,10%
54,train,17,Candidate,I accept a pension of 10%. Let's proceed to another issue. I want a fast promotion track,Accept,Pension Fund,10%
54,train,17,Candidate,I accept a pension of 10%. Let's proceed to another issue. I want a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
54,train,18,Employer,Fast promotion track is good. I'll approve it.,Accept,Promotion Possibilities,Fast promotion track
54,train,19,Candidate,It's good to reach an agreement on fast promotion track,Other,,
54,train,20,Candidate,I am expecting a workday of 8 hours,Offer,Working Hours,8 hours
54,train,21,Employer,"How about 10 hours? I've worked with you on getting you a company car and fast promotion track, can you do 10 hours for me?",Offer,Working Hours,10 hours
54,train,22,Candidate,I reject 10 hours. I want a workday of 8 hours,Reject,Working Hours,10 hours
54,train,22,Candidate,I reject 10 hours. I want a workday of 8 hours,Offer,Working Hours,8 hours
54,train,23,Employer,"How about we meet in the middle again, 9 hours?",Offer,Working Hours,9 hours
54,train,24,Candidate,I reject 9 hours. I am expecting a workday of 8 hours,Reject,Working Hours,9 hours
54,train,24,Candidate,I reject 9 hours. I am expecting a workday of 8 hours,Offer,Working Hours,8 hours
54,train,25,Employer,Best I can do is 9 hours.,Offer,Working Hours,9 hours
54,train,26,Candidate,I accept the previous offer,Accept,,True
55,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
55,train,1,Candidate,I want a position of project manager,Offer,Job Description,Project Manager
55,train,2,Employer,What are you thinking in terms of salary? ,Query,Offer,Salary
55,train,3,Candidate,"I would like a salary of 120,000",Offer,Salary,"120,000 USD"
55,train,4,Employer,How many hours are you willing to work? ,Query,Offer,Working Hours
55,train,5,Candidate,I am expecting a workday of 8 hours,Offer,Working Hours,8 hours
55,train,6,Employer,"If you are wanting a salary of 120,00 you are going to have to work more than 8 hours. ",Offer,Salary,"120,000 USD"
55,train,6,Employer,"If you are wanting a salary of 120,00 you are going to have to work more than 8 hours. ",Reject,Working Hours,8 hours
55,train,7,Candidate,I agree with the offer. I would like to continue and discuss another issue. I am expecting a position of project manager,Accept,,True
55,train,7,Candidate,I agree with the offer. I would like to continue and discuss another issue. I am expecting a position of project manager,Offer,Job Description,Project Manager
55,train,8,Employer,"okay, what are you expecting in your promotion possibilities? ",Query,Offer,Promotion Possibilities
55,train,9,Candidate,I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
55,train,10,Employer,Okay and what about your car situation? ,Query,Offer,Leased Car
55,train,11,Candidate,I am expecting a company car,Offer,Leased Car,With leased car
55,train,12,Employer,Okay and what about your pension fund? ,Query,Offer,Pension Fund
55,train,13,Candidate,I want a pension of 20%,Offer,Pension Fund,20%
55,train,14,Employer,Okay ,Accept,,True
55,train,15,Candidate,I'm happy that you accept,Other,,
55,train,16,Candidate,I am expecting a position of project manager,Offer,Job Description,Project Manager
55,train,17,Candidate,I would like a position of project manager,Offer,Job Description,Project Manager
55,train,18,Employer,I'll give you that position but the terms of your salary and work hours is my issue.,Accept,,
55,train,19,Candidate,It's great that we agreed on job description,Other,,
55,train,20,Candidate,I would like a company car,Offer,Leased Car,With leased car
55,train,21,Employer,Okay that's fine also ,Accept,,True
55,train,22,Candidate,I'm happy that you accept,Other,,
55,train,23,Candidate,I want a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
55,train,24,Employer,I can do 120K for 10 hours a day.,Offer,Salary,"120,000 USD"
55,train,24,Employer,I can do 120K for 10 hours a day.,Offer,Working Hours,10 hours
55,train,25,Candidate,I disagree about a workday of 9 hours,Reject,Working Hours,9 hours
55,train,26,Employer,You can have the fast track promotion. ,Offer,Promotion Possibilities,Fast promotion track
55,train,27,Candidate,I'm happy that you accept. We can sign the agreement now. Please pick the values in the agreement draft and press Sign.,Other,,
56,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
56,train,1,Candidate,I demand a position of project manager,Offer,Job Description,Project Manager
56,train,2,Employer,That sounds good. ,Accept,,True
56,train,3,Candidate,I'm happy that you accept,Other,,
56,train,4,Candidate,"I am expecting a salary of 120,000",Offer,Salary,"120,000 USD"
56,train,5,Employer,"I can offer 90,000 and you work your salary up. ",Offer,Salary,"90,000 USD"
56,train,6,Candidate,"I agree with a salary of 90,000. Now let's talk about how we can agree on other issues. I would like a company car",Accept,Salary,"90,000 USD"
56,train,6,Candidate,"I agree with a salary of 90,000. Now let's talk about how we can agree on other issues. I would like a company car",Offer,Leased Car,With leased car
56,train,7,Employer,You can have a company car.,Accept,Leased Car,With leased car
56,train,8,Candidate,I'm happy that you accept the leased car,Other,,
56,train,9,Candidate,I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
56,train,10,Employer,We can put you on the fast track.,Accept,Promotion Possibilities,Fast promotion track
56,train,11,Candidate,It's good to reach an agreement on fast promotion track,Other,,
56,train,12,Candidate,I want a workday of 8 hours,Offer,Working Hours,8 hours
56,train,13,Employer,"As a project manager, you will need to put in longer hours. You would have a 10 hour workday. ",Reject,,
56,train,13,Employer,"As a project manager, you will need to put in longer hours. You would have a 10 hour workday. ",Offer,Working Hours,10 hours
56,train,14,Candidate,I reject a workday of 10 hours. I am willing to have a workday of 8 hours,Reject,Working Hours,10 hours
56,train,14,Candidate,I reject a workday of 10 hours. I am willing to have a workday of 8 hours,Offer,Working Hours,8 hours
56,train,15,Employer,We will not allow 8 hours. We can reduce it to 9 hours.,Offer,Working Hours,9 hours
56,train,15,Employer,We will not allow 8 hours. We can reduce it to 9 hours.,Reject,Working Hours,8 hours
56,train,16,Candidate,I agree with a workday of 9 hours. Let's discuss another issue. I want a pension of 20%,Accept,Working Hours,9 hours
56,train,16,Candidate,I agree with a workday of 9 hours. Let's discuss another issue. I want a pension of 20%,Offer,Pension Fund,20%
56,train,17,Employer,You can have a 20% pension.,Accept,Pension Fund,20%
56,train,18,Candidate,I'm happy that you accept. We can sign the agreement now. Please pick the values in the agreement draft and press Sign.,Other,,
57,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
57,train,1,Candidate,I demand a position of project manager,Offer,Job Description,Project Manager
57,train,2,Candidate,I demand a position of project manager,Offer,Job Description,Project Manager
57,train,3,Employer,I offer you team maager with the fast promotion track,Offer,Job Description,Team Manager
57,train,3,Employer,I offer you team maager with the fast promotion track,Offer,Promotion Possibilities,Fast promotion track
57,train,4,Candidate,"I agree. Now let's talk about how we can agree on other issues. I would like a salary of 120,000",Accept,,True
57,train,4,Candidate,"I agree. Now let's talk about how we can agree on other issues. I would like a salary of 120,000",Offer,Salary,"120,000 USD"
57,train,5,Candidate,"I would like a salary of 120,000",Offer,Salary,"120,000 USD"
57,train,6,Employer,"I can offer you 60,000 but with the fast promotion  track that will raise quickly",Offer,Promotion Possibilities,Fast promotion track
57,train,6,Employer,"I can offer you 60,000 but with the fast promotion  track that will raise quickly",Offer,Salary,"60,000 USD"
57,train,7,Candidate,I refuse,Reject,,True
57,train,8,Employer,"I can give you a 20% pension fund with a 60,000 starting salary",Offer,Pension Fund,20%
57,train,8,Employer,"I can give you a 20% pension fund with a 60,000 starting salary",Offer,Salary,"60,000 USD"
57,train,9,Candidate,"I disagree. I demand a salary of 120,000 and I am willing to have a pension of 10%",Reject,,True
57,train,9,Candidate,"I disagree. I demand a salary of 120,000 and I am willing to have a pension of 10%",Offer,Salary,"120,000 USD"
57,train,9,Candidate,"I disagree. I demand a salary of 120,000 and I am willing to have a pension of 10%",Offer,Pension Fund,10%
57,train,10,Employer,"i can give you the 60,000 along with the project manager position",Offer,Job Description,Project Manager
57,train,10,Employer,"i can give you the 60,000 along with the project manager position",Offer,Salary,"60,000 USD"
57,train,11,Candidate,I agree with the offer. Now let's talk about how we can agree on other issues. I would like a company car,Accept,,True
57,train,11,Candidate,I agree with the offer. Now let's talk about how we can agree on other issues. I would like a company car,Offer,Leased Car,With leased car
57,train,12,Employer,No  leased car,Offer,Leased Car,Without leased car
57,train,13,Candidate,I refuse no company car. I would like a company car,Reject,Leased Car,Without leased car
57,train,13,Candidate,I refuse no company car. I would like a company car,Offer,Leased Car,With leased car
57,train,14,Employer,I refuse,Reject,,True
57,train,15,Candidate,I would like no agreement on leased car,Offer,Leased Car,No agreement
57,train,16,Employer,you can have the leased car with the team manager position,Offer,Job Description,Team Manager
57,train,16,Employer,you can have the leased car with the team manager position,Offer,Leased Car,With leased car
57,train,17,Candidate,I agree. I would like to move on. I would like a workday of 8 hours,Accept,,True
57,train,17,Candidate,I agree. I would like to move on. I would like a workday of 8 hours,Offer,Working Hours,8 hours
57,train,18,Employer,make it ten and we have a done deal,Offer,Working Hours,10 hours
57,train,19,Candidate,I reject 10 hours,Reject,Working Hours,10 hours
57,train,20,Employer,"i can bump your salary to 90,000 for 10 hours",Offer,Salary,"90,000 USD"
57,train,20,Employer,"i can bump your salary to 90,000 for 10 hours",Offer,Working Hours,10 hours
57,train,21,Candidate,I agree with the offer. Let's discuss another issue. I want a pension of 20%,Accept,,True
57,train,21,Candidate,I agree with the offer. Let's discuss another issue. I want a pension of 20%,Offer,Pension Fund,20%
57,train,22,Employer,you already agreed to 10%,Offer,Pension Fund,10%
57,train,23,Candidate,I reject 10%,Reject,Pension Fund,10%
57,train,24,Employer,you can have it if you give up the leased car,Offer,Leased Car,Without leased car
57,train,25,Candidate,I disagree,Reject,,True
57,train,26,Employer,i can give you the 20% with no agreement on the car,Offer,Leased Car,No agreement
57,train,26,Employer,i can give you the 20% with no agreement on the car,Offer,Pension Fund,20%
57,train,27,Candidate,I agree,Accept,,True
58,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
58,train,1,Candidate,I would like a position of project manager,Offer,Job Description,Project Manager
58,train,2,Employer,Good Morning!,Greet,,True
58,train,3,Employer,OK I you can have project manager.,Accept,Job Description,Project Manager
58,train,4,Candidate,I'm happy that you accept the project manager,Other,,
58,train,5,Candidate,"I want a salary of 120,000",Offer,Salary,"120,000 USD"
58,train,6,Candidate,"I would like a salary of 120,000",Offer,Salary,"120,000 USD"
58,train,7,Employer,"I can offer you 90,000 ",Offer,Salary,"90,000 USD"
58,train,8,Candidate,"I accept 90,000. Now let's talk about how we can agree on other issues. I am expecting a company car",Accept,Salary,"90,000 USD"
58,train,8,Candidate,"I accept 90,000. Now let's talk about how we can agree on other issues. I am expecting a company car",Offer,Leased Car,With leased car
58,train,9,Candidate,I am expecting a company car,Offer,Leased Car,With leased car
58,train,10,Employer,"I can do a car lease, if you can work 10hrs.",Offer,Leased Car,With leased car
58,train,10,Employer,"I can do a car lease, if you can work 10hrs.",Offer,Working Hours,10 hours
58,train,11,Candidate,I reject the previous offer. I am expecting a workday of 8 hours and I want no agreement on leased car,Reject,,True
58,train,11,Candidate,I reject the previous offer. I am expecting a workday of 8 hours and I want no agreement on leased car,Offer,Working Hours,8 hours
58,train,11,Candidate,I reject the previous offer. I am expecting a workday of 8 hours and I want no agreement on leased car,Offer,Leased Car,No agreement
58,train,12,Employer,How about a 9hr work day with the car.,Offer,Leased Car,With leased car
58,train,12,Employer,How about a 9hr work day with the car.,Offer,Working Hours,9 hours
58,train,13,Candidate,I accept the previous offer. Let's proceed to another issue. I want a fast promotion track,Accept,,True
58,train,13,Candidate,I accept the previous offer. Let's proceed to another issue. I want a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
58,train,14,Candidate,I would like a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
58,train,15,Candidate,I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
58,train,16,Employer,I can do a fast track with a 10% pension fund.,Offer,Pension Fund,10%
58,train,16,Employer,I can do a fast track with a 10% pension fund.,Offer,Promotion Possibilities,Fast promotion track
58,train,17,Candidate,I disagree,Reject,,True
58,train,18,Candidate,What do you have to offer?,Query,,
58,train,19,Employer,"Ok how about a fast track, 10 hr work day and 20% pension.",Offer,Pension Fund,20%
58,train,19,Employer,"Ok how about a fast track, 10 hr work day and 20% pension.",Offer,Promotion Possibilities,Fast promotion track
58,train,19,Employer,"Ok how about a fast track, 10 hr work day and 20% pension.",Offer,Working Hours,10 hours
58,train,20,Candidate,I agree with the offer,Accept,,True
59,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
59,train,1,Candidate,I am expecting a position of project manager,Offer,Job Description,Project Manager
59,train,2,Employer,I agree,Accept,,True
59,train,3,Candidate,I'm happy that you accept,Other,,
59,train,4,Candidate,"I would like a salary of 120,000",Offer,Salary,"120,000 USD"
59,train,5,Employer,I agree,Accept,,True
59,train,6,Candidate,I'm happy that you accept,Other,,
59,train,7,Candidate,I want a company car,Offer,Leased Car,With leased car
59,train,8,Candidate,I demand a company car,Offer,Leased Car,With leased car
59,train,9,Employer,leased car,Offer,Leased Car,With leased car
59,train,10,Candidate,I'm happy that you accept,Other,,
59,train,11,Candidate,I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
59,train,12,Employer,i agree,Accept,,True
59,train,13,Candidate,I'm happy that you accept,Other,,
59,train,14,Candidate,I would like a workday of 8 hours,Offer,Working Hours,8 hours
59,train,15,Employer,I agree,Accept,,True
59,train,16,Candidate,I'm happy that you accept,Other,,
59,train,17,Candidate,I demand a pension of 20%,Offer,Pension Fund,20%
59,train,18,Employer,I agree,Accept,,True
59,train,19,Candidate,I'm happy that you accept. We can sign the agreement now. Please pick the values in the agreement draft and press Sign.,Other,,
59,train,20,Employer,Maybe you can work 10hours,Offer,Working Hours,10 hours
59,train,21,Candidate,I agree with the offer,Accept,,True
59,train,22,Employer,"okay, lets sign the agreement",Other,,
6,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
6,train,1,Candidate,I would like a position of project manager,Offer,Job Description,Project Manager
6,train,2,Employer,I want this job,Other,,
6,train,3,Candidate,I am willing to have a position of project manager,Offer,Job Description,Project Manager
6,train,4,Employer,Ok,Accept,,True
6,train,5,Candidate,I'm happy that you accept,Other,,
6,train,6,Candidate,"I want a salary of 120,000",Offer,Salary,"120,000 USD"
6,train,7,Employer,What is the salary you are expecting,Query,Offer,Salary
6,train,8,Candidate,"I am expecting a salary of 120,000",Offer,Salary,"120,000 USD"
6,train,9,Employer,are you ok with a leased car?,Query,Offer,Leased Car
6,train,10,Candidate,I would like a company car,Offer,Leased Car,With leased car
6,train,11,Candidate,I want a company car,Offer,Leased Car,With leased car
6,train,12,Candidate,I want a company car,Offer,Leased Car,With leased car
6,train,13,Candidate,I want a company car,Offer,Leased Car,With leased car
6,train,14,Employer,ok,Accept,,True
6,train,15,Candidate,It's good to reach an agreement on this,Other,,
6,train,16,Candidate,"I would like a salary of 120,000",Offer,Salary,"120,000 USD"
6,train,17,Employer,what about promotion?,Query,Offer,Promotion Possibilities
6,train,18,Candidate,I am expecting a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
6,train,19,Employer,working hours?,Query,Offer,Working Hours
6,train,20,Candidate,I would like a workday of 8 hours,Offer,Working Hours,8 hours
6,train,21,Candidate,I want a workday of 8 hours,Offer,Working Hours,8 hours
6,train,22,Employer,ok,Accept,,True
6,train,23,Candidate,I'm happy that you accept,Other,,
6,train,24,Candidate,"I would like a salary of 120,000",Offer,Salary,"120,000 USD"
6,train,25,Employer,ok,Accept,,True
6,train,26,Candidate,It's good to reach an agreement on this,Other,,
6,train,27,Candidate,I am expecting a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
6,train,28,Employer,ok,Accept,,True
6,train,29,Candidate,It's good to reach an agreement on this,Other,,
6,train,30,Candidate,I am expecting a pension of 20%,Offer,Pension Fund,20%
6,train,31,Candidate,I would like a pension of 20%,Offer,Pension Fund,20%
6,train,32,Employer,done,Accept,,True
6,train,33,Candidate,I'm happy that you accept. We can sign the agreement now. Please pick the values in the agreement draft and press Sign.,Other,,
60,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
60,train,1,Candidate,I would like a position of project manager,Offer,Job Description,Project Manager
60,train,2,Employer,"I don't have that position open. However, there is an opening for programmer",Reject,,
60,train,2,Employer,"I don't have that position open. However, there is an opening for programmer",Offer,Job Description,Programmer
60,train,3,Candidate,"I accept programmer position. Now let's talk about how we can agree on other issues. I am willing to have a salary of 120,000",Accept,Job Description,Programmer
60,train,3,Candidate,"I accept programmer position. Now let's talk about how we can agree on other issues. I am willing to have a salary of 120,000",Offer,Salary,"120,000 USD"
60,train,4,Candidate,"I am expecting a salary of 120,000",Offer,Salary,"120,000 USD"
60,train,5,Candidate,"I am willing to have a salary of 120,000",Offer,Salary,"120,000 USD"
60,train,6,Candidate,"I would like a salary of 120,000",Offer,Salary,"120,000 USD"
60,train,7,Candidate,"I am expecting a salary of 120,000",Offer,Salary,"120,000 USD"
60,train,8,Candidate,"I would like a salary of 120,000",Offer,Salary,"120,000 USD"
60,train,9,Employer,"If you can accept 90,000, work ten hours a day I can put you on the fast track for another promotion. It comes with a 10% pension plan and a car",Offer,Salary,"90,000 USD"
60,train,9,Employer,"If you can accept 90,000, work ten hours a day I can put you on the fast track for another promotion. It comes with a 10% pension plan and a car",Offer,Working Hours,10 hours
60,train,9,Employer,"If you can accept 90,000, work ten hours a day I can put you on the fast track for another promotion. It comes with a 10% pension plan and a car",Offer,Promotion Possibilities,Fast promotion track
60,train,9,Employer,"If you can accept 90,000, work ten hours a day I can put you on the fast track for another promotion. It comes with a 10% pension plan and a car",Offer,Pension Fund,10%
60,train,9,Employer,"If you can accept 90,000, work ten hours a day I can put you on the fast track for another promotion. It comes with a 10% pension plan and a car",Offer,Leased Car,With leased car
60,train,10,Candidate,I disagree with the offer,Reject,,True
60,train,11,Employer,Company car,Offer,Leased Car,With leased car
60,train,12,Candidate,I disagree about a company car. I want no agreement on leased car,Reject,Leased Car,With leased car
60,train,12,Candidate,I disagree about a company car. I want no agreement on leased car,Offer,Leased Car,No agreement
60,train,13,Employer,That is acceptable,Accept,,True
60,train,14,Candidate,It's good to reach an agreement on this,Other,,
60,train,15,Candidate,"I am willing to have a salary of 120,000",Offer,Salary,"120,000 USD"
60,train,16,Employer,Agreed,Accept,,True
60,train,17,Candidate,It's great that you agree,Other,,
60,train,18,Candidate,I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
60,train,19,Candidate,I am expecting a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
60,train,20,Employer,"If you can work the ten hour days and accept the rest of deal I will pay 120,00 and fast track your promotion",Offer,Working Hours,10 hours
60,train,20,Employer,"If you can work the ten hour days and accept the rest of deal I will pay 120,00 and fast track your promotion",Offer,Salary,"120,000 USD"
60,train,20,Employer,"If you can work the ten hour days and accept the rest of deal I will pay 120,00 and fast track your promotion",Offer,Promotion Possibilities,Fast promotion track
60,train,21,Candidate,I disagree with the offer,Reject,,True
60,train,22,Employer,That is the offer,Other,,
60,train,23,Candidate,I am expecting a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
60,train,24,Candidate,I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
60,train,25,Candidate,I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
60,train,26,Employer,"Okay fast track promotion, 120,000 salary, 10% pension, no car lease, ten hour days, fast track promotion. is this a deal",Offer,Promotion Possibilities,Fast promotion track
60,train,26,Employer,"Okay fast track promotion, 120,000 salary, 10% pension, no car lease, ten hour days, fast track promotion. is this a deal",Offer,Salary,"120,000 USD"
60,train,26,Employer,"Okay fast track promotion, 120,000 salary, 10% pension, no car lease, ten hour days, fast track promotion. is this a deal",Offer,Pension Fund,10%
60,train,26,Employer,"Okay fast track promotion, 120,000 salary, 10% pension, no car lease, ten hour days, fast track promotion. is this a deal",Offer,Leased Car,Without leased car
60,train,26,Employer,"Okay fast track promotion, 120,000 salary, 10% pension, no car lease, ten hour days, fast track promotion. is this a deal",Offer,Working Hours,10 hours
60,train,27,Candidate,I refuse,Reject,,True
60,train,28,Employer,Okay,Other,,
60,train,29,Employer,Thank you coming,Quit,,True
61,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
61,train,1,Candidate,I am willing to have a position of project manager,Offer,Job Description,Project Manager
61,train,2,Employer,Would you be willing to have the position of Programmer?,Offer,Job Description,Programmer
61,train,3,Candidate,I reject the offer about the job description. I am willing to have a position of project manager,Reject,,
61,train,3,Candidate,I reject the offer about the job description. I am willing to have a position of project manager,Offer,Job Description,Project Manager
61,train,4,Employer,I agree.,Accept,,True
61,train,5,Candidate,It's great that you agree,Other,,
61,train,6,Candidate,"I demand a salary of 120,000",Offer,Salary,"120,000 USD"
61,train,7,Employer,"I cannot agree to that salary. I am allowed to offer 60,000.",Offer,Salary,"60,000 USD"
61,train,7,Employer,"I cannot agree to that salary. I am allowed to offer 60,000.",Reject,,
61,train,8,Candidate,"I reject a salary of 60,000. I demand a salary of 120,000",Reject,Salary,"60,000 USD"
61,train,8,Candidate,"I reject a salary of 60,000. I demand a salary of 120,000",Offer,Salary,"120,000 USD"
61,train,9,Employer,"I am sorry, I cannot offer a salary of 120,000.",Reject,Salary,"120,000 USD"
61,train,10,Candidate,"I want a salary of 120,000",Offer,Salary,"120,000 USD"
61,train,11,Candidate,"I demand a salary of 120,000",Offer,Salary,"120,000 USD"
61,train,12,Employer,"Could we meet in the middle at 90,000? I could perhaps make that happen.",Offer,Salary,"90,000 USD"
61,train,13,Candidate,"I accept 90,000. I would like to move on. I want a workday of 8 hours",Accept,Salary,"90,000 USD"
61,train,13,Candidate,"I accept 90,000. I would like to move on. I want a workday of 8 hours",Offer,Working Hours,8 hours
61,train,14,Employer,"For a salary of 90,000, I need at least 9 hours.",Offer,Working Hours,9 hours
